time,zone1,zone2,zone3,zone4
24-05-12 08:05.23,344,277,369,277
24-05-12 08:05.39,377,354,316,328
24-05-12 08:05.54,277,472,277,420
24-05-12 08:06.10,277,493,277,423
24-05-12 08:06.25,277,464,277,414
24-05-12 08:06.41,277,458,277,316
24-05-12 08:06.56,277,490,282,410
24-05-12 08:07.45,315,277,376,277
24-05-12 08:08.00,328,277,369,277
24-05-12 08:08.16,293,293,405,277
24-05-12 08:08.31,277,441,277,315
24-05-12 08:08.47,378,315,365,296
24-05-12 08:09.02,370,283,350,288
24-05-12 08:09.18,434,277,385,277
24-05-12 08:09.33,283,446,277,299
24-05-12 08:09.49,277,431,277,404
24-05-12 08:10.04,309,277,368,277
24-05-12 08:10.20,431,293,419,277
24-05-12 08:10.35,430,293,431,283
24-05-12 08:10.51,283,422,277,299
24-05-12 08:11.06,293,430,290,380
24-05-12 08:11.22,363,277,390,277
24-05-12 08:11.37,293,427,283,406
24-05-12 08:11.53,366,282,394,277
24-05-12 08:12.08,277,435,277,323
24-05-12 08:12.40,466,277,400,277
24-05-12 08:12.56,277,453,277,406
24-05-12 08:13.11,309,277,383,277
24-05-12 08:13.27,299,310,402,277
24-05-12 08:13.42,277,490,277,406
24-05-12 08:13.58,277,475,277,420
24-05-12 08:14.13,387,283,414,282
24-05-12 08:14.29,484,277,367,277
24-05-12 08:14.44,426,277,367,277
24-05-12 08:15.00,363,277,364,277
24-05-12 08:15.15,296,277,373,277
24-05-12 08:15.31,315,410,300,375
24-05-12 08:15.46,277,471,277,415
24-05-12 08:16.02,461,277,362,277
24-05-12 08:16.17,379,351,308,338
24-05-12 08:16.33,277,463,277,351
24-05-12 08:16.48,453,293,426,277
24-05-12 08:17.04,414,277,362,277
24-05-12 08:17.19,376,354,310,330
24-05-12 08:17.35,277,500,277,364
24-05-12 08:17.50,277,511,277,367
24-05-12 08:18.06,417,283,405,283
24-05-12 08:18.21,466,293,429,277
24-05-12 08:18.37,277,469,277,358
24-05-12 08:18.52,309,455,297,343
24-05-12 08:19.08,310,277,363,277
24-05-12 08:19.23,311,293,404,277
24-05-12 08:19.39,309,430,300,384
24-05-12 08:19.54,313,277,383,277
24-05-12 08:20.10,277,516,277,426
24-05-12 08:20.25,309,440,305,366
24-05-12 08:20.41,371,277,361,283
24-05-12 08:20.56,299,277,357,277
24-05-12 08:21.12,277,474,277,357
24-05-12 08:21.27,369,354,316,371
24-05-12 08:21.43,331,277,368,277
24-05-12 08:21.58,277,467,276,345
24-05-12 08:22.14,316,277,392,277
24-05-12 08:22.29,277,488,277,423
24-05-12 08:22.45,399,277,404,277
24-05-12 08:23.00,474,292,376,277
24-05-12 08:23.16,277,473,277,413
24-05-12 08:23.31,468,299,406,277
24-05-12 08:23.47,309,430,301,386
24-05-12 08:24.02,283,417,282,304
24-05-12 08:24.18,414,293,420,277
24-05-12 08:24.33,355,277,362,277
24-05-12 08:24.49,277,475,277,410
24-05-12 08:25.04,309,277,362,277
24-05-12 08:25.20,387,312,371,295
24-05-12 08:25.35,455,293,427,277
24-05-12 08:25.51,277,476,277,413
24-05-12 08:26.06,393,335,317,333
24-05-12 08:26.22,299,294,374,277
24-05-12 08:26.37,386,334,321,338
24-05-12 08:26.53,290,324,348,277
24-05-12 08:27.25,292,325,351,277
24-05-12 08:27.40,360,328,316,332
24-05-12 08:27.56,277,497,277,355
24-05-12 08:28.11,315,277,376,277
24-05-12 08:28.27,277,480,277,417
24-05-12 08:28.42,342,277,360,277
24-05-12 08:29.14,329,306,378,277
24-05-12 08:29.30,408,327,317,328
24-05-12 08:29.45,299,293,424,277
24-05-12 08:30.17,310,414,300,368
24-05-12 08:30.33,277,518,277,371
24-05-12 08:30.48,277,510,277,364
24-05-12 08:31.04,277,530,277,417
24-05-12 08:31.19,277,481,277,360
24-05-12 08:31.35,277,465,283,415
24-05-12 08:31.50,361,330,318,332
24-05-12 08:32.06,430,282,357,277
24-05-12 08:32.21,380,299,396,277
24-05-12 08:32.53,277,498,277,419
24-05-12 08:33.09,416,283,353,288
24-05-12 08:33.24,350,277,362,277
24-05-12 08:33.40,463,299,424,277
24-05-12 08:33.56,277,463,278,316
24-05-12 08:34.11,309,432,304,375
24-05-12 08:34.27,370,277,359,282
24-05-12 08:34.42,310,305,363,277
24-05-12 08:34.58,347,355,301,334
24-05-12 08:35.13,476,277,364,277
24-05-12 08:35.29,411,293,422,277
24-05-12 08:35.44,277,514,277,419
24-05-12 08:36.00,411,277,365,277
24-05-12 08:36.15,286,458,277,299
24-05-12 08:36.31,411,328,316,335
24-05-12 08:36.46,311,304,374,283
24-05-12 08:37.02,353,314,373,296
24-05-12 08:37.17,347,293,406,277
24-05-12 08:37.33,309,460,299,385
24-05-12 08:37.48,413,277,395,277
24-05-12 08:38.20,277,487,282,349
24-05-12 08:38.36,385,277,394,277
24-05-12 08:38.51,309,448,299,374
24-05-12 08:39.07,277,480,277,409
24-05-12 08:39.22,378,293,410,277
24-05-12 08:39.38,367,277,358,277
24-05-12 08:39.53,283,480,277,422
24-05-12 08:40.09,474,293,432,277
24-05-12 08:40.24,403,277,421,277
24-05-12 08:40.40,277,459,282,348
24-05-12 08:40.55,387,277,395,277
24-05-12 08:41.11,366,314,373,295
24-05-12 08:41.26,282,483,277,355
24-05-12 08:41.42,309,277,367,277
24-05-12 08:42.14,277,506,277,353
24-05-12 08:42.29,277,499,277,433
24-05-12 08:42.45,277,504,282,421
24-05-12 08:43.00,395,351,315,380
24-05-12 08:49.43,277,531,277,369
24-05-12 08:49.59,299,277,358,277
24-05-12 08:50.14,310,440,299,385
24-05-12 08:50.30,277,473,282,316
24-05-12 08:50.45,315,277,384,282
24-05-12 08:51.01,277,523,277,417
24-05-12 08:51.16,335,277,391,277
24-05-12 08:51.41,351,299,395,277
24-05-12 08:52.13,315,277,388,277
24-05-12 08:52.29,364,283,396,277
24-05-12 08:52.44,453,295,369,277
24-05-12 08:53.00,277,484,277,352
24-05-12 08:53.15,293,442,283,410
24-05-12 08:53.31,375,286,347,295
24-05-12 08:53.46,320,277,407,277
24-05-12 08:54.02,443,293,419,277
24-05-12 08:54.34,388,286,346,294
24-05-12 08:54.49,440,277,369,277
24-05-12 08:55.05,284,435,283,299
24-05-12 08:55.20,277,505,277,368
24-05-12 08:55.36,277,499,277,359
24-05-12 08:55.51,335,266,366,277
24-05-12 08:56.07,374,276,368,277
24-05-12 08:56.22,277,505,277,373
24-05-12 08:56.38,336,277,395,277
24-05-12 08:56.53,369,311,378,296
24-05-12 08:57.09,309,425,300,377
24-05-12 08:57.24,277,526,277,423
24-05-12 08:57.40,451,293,420,277
24-05-12 08:57.55,350,277,361,277
24-05-12 08:58.11,420,277,412,277
24-05-12 08:58.26,410,277,361,277
24-05-12 08:58.42,366,277,409,277
24-05-12 08:58.57,368,277,401,277
24-05-12 08:59.13,414,277,362,277
24-05-12 08:59.28,293,293,413,277
24-05-12 08:59.44,433,293,414,277
24-05-12 08:59.59,395,293,417,277
24-05-12 09:00.15,425,293,417,277
24-05-12 09:00.30,355,351,311,334
24-05-12 09:00.46,318,301,377,277
24-05-12 09:01.01,282,450,277,371
24-05-12 09:01.17,309,453,298,360
24-05-12 09:01.32,362,277,363,277
24-05-12 09:01.48,445,293,424,277
24-05-12 09:02.03,277,517,277,372
24-05-12 09:02.19,432,277,363,277
24-05-12 09:02.51,309,420,288,352
24-05-12 09:03.06,302,277,388,282
24-05-12 09:03.22,277,442,277,419
24-05-12 09:03.37,378,277,360,277
24-05-12 09:03.53,288,434,282,299
24-05-12 09:04.08,349,277,358,283
24-05-12 09:04.40,369,282,353,288
24-05-12 09:04.56,277,469,277,370
24-05-12 09:05.11,293,293,407,277
24-05-12 09:05.27,394,283,350,288
24-05-12 09:05.42,277,448,283,315
24-05-12 09:05.58,346,277,365,277
24-05-12 09:06.13,277,431,277,374
24-05-12 09:06.29,419,277,366,277
24-05-12 09:07.17,366,351,305,343
24-05-12 09:07.33,299,277,379,277
24-05-12 09:08.05,451,277,366,277
24-05-12 09:08.53,441,293,421,277
24-05-12 09:09.09,309,277,361,277
24-05-12 09:09.24,364,349,305,343
24-05-12 09:09.40,277,491,277,360
24-05-12 09:09.55,291,455,282,299
24-05-12 09:10.11,286,414,283,301
24-05-12 09:10.26,282,462,277,364
24-05-12 09:10.42,277,491,277,366
24-05-12 09:10.57,282,461,277,361
24-05-12 09:11.13,293,417,283,419
24-05-12 09:11.28,403,285,350,295
24-05-12 09:11.44,360,330,318,338
24-05-12 09:12.32,407,305,388,296
24-05-12 09:12.48,299,277,368,277
24-05-12 09:13.03,277,517,277,372
24-05-12 09:13.19,348,326,318,347
24-05-12 09:13.34,317,260,402,277
24-05-12 09:13.50,277,451,277,321
24-05-12 09:14.22,367,293,410,277
24-05-12 09:14.37,277,471,277,366
24-05-12 09:14.53,299,402,277,369
24-05-12 09:15.08,277,451,277,371
24-05-12 09:15.24,313,299,385,277
24-05-12 09:15.56,277,491,277,379
24-05-12 09:16.11,290,454,277,299
24-05-12 09:16.27,333,299,386,277
24-05-12 09:16.42,380,293,417,277
24-05-12 09:16.58,288,423,282,299
24-05-12 09:17.13,291,451,282,299
24-05-12 09:17.29,299,285,389,277
24-05-12 09:17.44,310,277,399,277
24-05-12 09:18.00,358,276,359,277
24-05-12 09:18.15,383,277,362,277
24-05-12 09:18.47,333,277,400,277
24-05-12 09:19.03,407,293,417,277
24-05-12 09:19.18,277,445,276,362
24-05-12 09:19.34,277,463,277,378
24-05-12 09:19.49,354,324,316,347
24-05-12 09:20.05,368,293,416,277
24-05-12 09:20.20,370,283,353,288
24-05-12 09:20.36,289,424,283,299
24-05-12 09:21.24,309,403,287,359
24-05-12 09:21.40,414,277,405,277
24-05-12 09:21.55,417,284,348,295
24-05-12 09:22.44,315,277,385,277
24-05-12 09:22.59,277,456,277,361
24-05-12 09:23.31,277,459,277,364
24-05-12 09:23.47,338,277,366,277
24-05-12 09:24.19,315,277,396,277
24-05-12 09:24.34,264,456,277,367
24-05-12 09:24.50,420,277,358,283
24-05-12 09:25.22,277,492,277,383
24-05-12 09:25.54,454,276,367,282
24-05-12 09:26.09,432,288,375,277
24-05-12 09:26.25,382,339,301,349
24-05-12 09:26.40,369,293,399,277
24-05-12 09:27.12,299,276,390,277
24-05-12 09:27.28,292,322,335,277
24-05-12 09:27.43,293,425,277,365
24-05-12 09:27.59,399,277,361,277
24-05-12 09:28.31,324,300,373,277
24-05-12 09:28.46,277,446,277,380
24-05-12 09:29.02,319,277,368,277
24-05-12 09:29.17,299,277,367,277
24-05-12 09:29.33,283,429,277,316
24-05-12 09:30.21,289,427,277,299
24-05-12 09:30.37,404,293,412,277
24-05-12 09:31.09,277,470,277,389
24-05-12 09:31.24,277,494,277,380
24-05-12 09:31.40,277,456,277,380
24-05-12 09:31.55,277,470,277,388
24-05-12 09:32.11,373,339,302,353
24-05-12 09:32.26,321,277,394,277
24-05-12 09:32.42,299,310,376,277
24-05-12 09:32.57,405,283,354,288
24-05-12 09:33.13,296,320,340,277
24-05-12 09:33.28,359,318,316,353
24-05-12 09:33.44,379,277,402,277
24-05-12 09:33.59,277,458,277,367
24-05-12 09:34.31,277,412,277,376
24-05-12 09:34.47,390,286,360,277
24-05-12 09:35.02,315,277,387,277
24-05-12 09:35.18,277,448,277,387
24-05-12 09:35.50,377,276,364,277
24-05-12 09:36.38,277,446,277,376
24-05-12 09:36.54,277,434,277,369
24-05-12 09:37.09,277,453,277,374
24-05-12 09:37.25,283,429,277,315
24-05-12 09:37.40,313,299,373,277
24-05-12 09:38.29,313,299,371,277
24-05-12 09:38.44,310,299,362,277
24-05-12 09:39.00,277,457,277,369
24-05-12 09:39.32,408,277,355,288
24-05-12 09:39.47,395,277,361,277
24-05-12 09:40.03,382,277,372,277
24-05-12 09:40.18,456,277,366,277
24-05-12 09:40.50,342,277,396,277
24-05-12 09:41.06,291,425,282,299
24-05-12 09:41.21,293,394,277,378
24-05-12 09:41.37,342,283,405,277
24-05-12 09:42.09,289,406,283,299
24-05-12 09:42.24,290,413,282,299
24-05-12 09:43.13,293,434,282,299
24-05-12 09:43.28,300,309,388,277
24-05-12 09:43.44,293,437,288,299
24-05-12 09:43.59,277,471,277,379
24-05-12 09:44.15,283,458,277,379
24-05-12 09:44.30,277,447,282,376
24-05-12 09:44.46,303,309,374,277
24-05-12 09:45.18,304,277,369,277
24-05-12 09:45.33,358,335,300,360
24-05-12 09:45.49,299,277,374,277
24-05-12 09:46.04,293,416,277,380
24-05-12 09:46.20,316,276,406,277
24-05-12 09:46.35,443,283,395,277
24-05-12 09:46.51,301,309,390,277
24-05-12 09:47.06,293,439,277,383
24-05-12 09:47.22,381,277,353,288
24-05-12 09:47.54,291,434,283,299
24-05-12 09:48.09,277,462,277,382
24-05-12 09:48.25,277,444,277,381
24-05-12 09:48.40,293,400,277,368
24-05-12 09:48.56,411,277,357,282
24-05-12 09:49.11,348,299,405,277
24-05-12 09:49.43,356,277,353,289
24-05-12 09:50.15,400,306,323,321
24-05-12 09:50.47,277,458,277,390
24-05-12 09:51.03,421,277,374,277
24-05-12 09:51.18,277,436,277,361
24-05-12 09:51.34,407,277,364,277
24-05-12 09:52.06,297,438,283,299
24-05-12 09:52.21,328,282,388,277
24-05-12 09:52.37,398,284,350,296
24-05-12 09:52.52,293,435,288,290
24-05-12 09:53.08,404,277,356,283
24-05-12 09:53.23,279,435,283,299
24-05-12 09:53.39,355,283,350,288
24-05-12 09:53.54,295,317,347,282
24-05-12 09:54.10,317,277,407,277
24-05-12 09:54.25,283,406,277,373
24-05-12 09:54.41,288,299,359,277
24-05-12 09:54.56,389,282,366,277
24-05-12 09:55.12,315,380,289,349
24-05-12 09:55.27,277,449,282,316
24-05-12 09:55.43,394,277,364,277
24-05-12 09:55.58,277,417,277,369
24-05-12 09:56.14,316,277,388,277
24-05-12 09:56.29,357,284,348,295
24-05-12 09:56.45,277,461,276,372
24-05-12 09:57.00,358,293,407,277
24-05-12 09:57.16,309,277,382,277
24-05-12 09:57.31,315,277,364,277
24-05-12 09:57.47,373,277,361,282
24-05-12 09:58.02,392,277,363,277
24-05-12 09:58.18,299,277,359,266
24-05-12 09:58.33,412,299,410,277
24-05-12 09:58.49,455,293,415,277
24-05-12 09:59.04,412,277,363,277
24-05-12 09:59.20,370,326,316,343
24-05-12 09:59.35,277,476,277,384
24-05-12 09:59.51,315,300,374,277
24-05-12 10:00.06,381,277,354,288
24-05-12 10:00.38,276,491,277,387
24-05-12 10:00.54,293,413,277,376
24-05-12 10:01.26,277,481,277,379
24-05-12 10:01.41,314,302,369,277
24-05-12 10:01.57,299,277,364,282
24-05-12 10:02.12,361,277,370,277
24-05-12 10:02.28,319,277,389,277
24-05-12 10:02.43,328,277,400,277
24-05-12 10:02.59,413,277,369,277
24-05-12 10:03.14,328,277,363,277
24-05-12 10:03.30,363,277,357,288
24-05-12 10:03.45,419,282,413,277
24-05-12 10:04.34,367,337,299,359
24-05-12 10:04.49,390,305,389,296
24-05-12 10:05.05,346,277,396,277
24-05-12 10:05.20,358,287,360,277
24-05-12 10:05.36,283,395,283,299
24-05-12 10:05.51,277,442,277,367
24-05-12 10:06.07,310,415,288,350
24-05-12 10:06.22,362,282,358,277
24-05-12 10:06.38,473,282,375,277
24-05-12 10:06.53,277,465,277,367
24-05-12 10:07.09,277,441,277,378
24-05-12 10:07.41,472,283,369,277
24-05-12 10:08.29,277,421,282,367
24-05-12 10:08.45,396,277,363,277
24-05-12 10:09.00,304,309,386,277
24-05-12 10:09.32,388,301,325,314
24-05-12 10:09.48,389,277,361,283
24-05-12 10:10.03,315,277,378,277
24-05-12 10:10.19,456,277,394,277
24-05-12 10:10.34,364,277,366,277
24-05-12 10:10.50,349,283,342,295
24-05-12 10:11.05,423,342,302,357
24-05-12 10:11.54,310,766,582,685
24-05-12 10:12.42,374,424,699,390
24-05-12 10:12.58,387,453,706,371
24-05-12 10:13.13,277,703,544,510
24-05-12 10:13.45,277,717,384,564
24-05-12 10:14.01,277,704,377,571
24-05-12 10:14.16,310,669,394,585
24-05-12 10:14.32,371,473,553,476
24-05-12 10:15.37,375,414,653,360
24-05-12 10:16.09,291,695,371,598
24-05-12 10:16.25,277,621,501,521
24-05-12 10:16.40,452,465,566,428
24-05-12 10:16.56,310,522,578,384
24-05-12 10:17.11,277,702,374,535
24-05-12 10:17.27,291,677,370,592
24-05-12 10:17.42,415,465,559,430
24-05-12 10:17.58,309,459,582,474
24-05-12 10:18.30,297,677,387,596
24-05-12 10:18.45,277,691,371,575
24-05-12 10:19.01,277,632,454,467
24-05-12 10:19.16,356,369,619,358
24-05-12 10:19.32,319,385,625,421
24-05-12 10:19.47,430,545,473,557
24-05-12 10:20.19,479,464,549,428
24-05-12 10:20.35,289,733,356,558
24-05-12 10:20.50,277,652,427,476
24-05-12 10:21.06,318,385,599,419
24-05-12 10:21.21,296,649,383,552
24-05-12 10:21.53,367,547,465,562
24-05-12 10:22.09,386,425,594,368
24-05-12 10:22.41,346,386,612,356
24-05-12 10:23.29,295,651,383,551
24-05-12 10:23.45,282,710,366,537
24-05-12 10:24.00,384,422,593,373
24-05-12 10:24.16,380,379,628,418
24-05-12 10:24.31,310,453,584,428
24-05-12 10:24.47,365,461,552,428
24-05-12 10:25.02,357,546,466,557
24-05-12 10:25.18,299,536,515,560
24-05-12 10:25.33,309,454,591,426
24-05-12 10:25.49,344,381,619,410
24-05-12 10:26.04,323,382,610,426
24-05-12 10:26.20,315,458,543,484
24-05-12 10:26.35,455,542,471,559
24-05-12 10:26.51,277,620,429,453
24-05-12 10:27.23,367,368,619,355
24-05-12 10:27.38,309,669,385,557
24-05-12 10:27.54,293,576,477,460
24-05-12 10:28.09,362,366,617,355
24-05-12 10:28.25,454,459,559,426
24-05-12 10:28.57,338,378,623,420
24-05-12 10:29.12,277,690,366,586
24-05-12 10:29.28,318,383,612,418
24-05-12 10:29.43,299,541,513,563
24-05-12 10:29.59,277,707,362,544
24-05-12 10:30.14,349,423,600,367
24-05-12 10:30.46,343,425,594,368
24-05-12 10:31.18,320,459,547,424
24-05-12 10:31.34,295,734,353,551
24-05-12 10:32.06,293,694,373,553
24-05-12 10:32.21,315,462,543,426
24-05-12 10:32.37,359,423,593,367
24-05-12 10:32.52,444,540,479,453
24-05-12 10:33.08,368,425,585,367
24-05-12 10:33.23,294,699,367,560
24-05-12 10:33.39,394,369,624,361
24-05-12 10:33.54,306,695,382,557
24-05-12 10:34.10,309,474,549,380
24-05-12 10:34.25,284,706,354,551
24-05-12 10:34.41,366,459,559,441
24-05-12 10:34.56,345,380,621,399
24-05-12 10:35.12,317,379,604,395
24-05-12 10:35.27,353,372,623,361
24-05-12 10:35.43,293,567,477,457
24-05-12 10:35.58,298,732,365,555
24-05-12 10:36.14,394,377,568,365
24-05-12 10:36.29,277,703,368,533
24-05-12 10:36.45,302,654,379,548
24-05-12 10:37.00,476,454,558,435
24-05-12 10:37.16,364,384,594,356
24-05-12 10:37.31,277,727,376,526
24-05-12 10:37.47,337,369,621,354
24-05-12 10:38.19,310,483,549,380
24-05-12 10:38.34,314,458,556,426
24-05-12 10:38.50,282,736,361,545
24-05-12 10:39.05,309,514,559,377
24-05-12 10:39.37,277,757,370,533
24-05-12 10:39.53,384,430,547,365
24-05-12 10:40.08,330,380,616,412
24-05-12 10:40.24,287,727,352,553
24-05-12 10:40.39,309,452,583,425
24-05-12 10:40.55,277,698,368,535
24-05-12 10:41.10,456,539,494,559
24-05-12 10:41.26,364,368,617,359
24-05-12 10:41.58,318,380,606,422
24-05-12 10:42.13,290,677,364,557
24-05-12 10:42.29,377,407,630,357
24-05-12 10:43.01,350,406,629,357
24-05-12 10:43.16,400,459,552,426
24-05-12 10:43.32,287,733,356,550
24-05-12 10:43.47,277,719,423,474
24-05-12 10:44.19,277,733,370,532
24-05-12 10:44.35,425,464,551,426
24-05-12 10:44.50,293,554,480,450
24-05-12 10:45.06,438,546,466,560
24-05-12 10:45.21,309,485,553,375
24-05-12 10:45.37,332,382,609,419
24-05-12 10:45.52,288,679,363,555
24-05-12 10:46.24,277,722,368,542
24-05-12 10:46.40,321,461,545,426
24-05-12 10:47.12,277,621,423,464
24-05-12 10:47.27,287,741,353,553
24-05-12 10:47.43,320,461,546,426
24-05-12 10:47.58,484,456,563,426
24-05-12 10:48.30,299,543,510,559
24-05-12 10:48.46,293,538,493,562
24-05-12 10:49.01,366,460,551,425
24-05-12 10:49.17,372,406,625,356
24-05-12 10:49.32,277,717,369,527
24-05-12 10:50.04,405,369,611,361
24-05-12 10:50.20,277,709,422,475
24-05-12 10:50.35,406,456,549,425
24-05-12 10:50.51,277,647,426,464
24-05-12 10:51.06,408,459,553,426
24-05-12 10:51.22,277,762,360,542
24-05-12 10:51.37,345,406,624,357
24-05-12 10:51.53,483,456,564,427
24-05-12 10:52.08,277,648,424,460
24-05-12 10:52.24,341,460,550,427
24-05-12 10:52.39,277,727,423,470
24-05-12 10:52.55,293,541,471,560
24-05-12 10:53.27,289,680,362,555
24-05-12 10:53.42,370,369,619,359
24-05-12 10:53.58,277,709,369,526
24-05-12 10:54.13,434,546,474,553
24-05-12 10:54.29,364,365,613,351
24-05-12 10:55.01,283,689,363,525
24-05-12 10:55.33,392,401,615,357
24-05-12 10:55.48,332,705,380,551
24-05-12 10:56.04,386,405,628,357
24-05-12 10:56.36,309,492,632,367
24-05-12 10:56.51,328,462,543,469
24-05-12 10:57.23,316,556,447,558
24-05-12 10:57.55,294,574,477,455
24-05-12 10:58.11,359,459,550,425
24-05-12 10:58.26,277,732,428,470
24-05-12 10:58.42,390,363,616,351
24-05-12 10:59.14,293,538,463,556
24-05-12 10:59.29,277,732,363,539
24-05-12 10:59.45,377,362,624,353
24-05-12 11:00.00,321,715,380,560
24-05-12 11:00.16,277,757,351,547
24-05-12 11:00.31,470,457,552,426
24-05-12 11:00.47,293,575,480,455
24-05-12 11:01.02,303,471,510,425
24-05-12 11:01.18,309,493,554,382
24-05-12 11:01.33,401,548,472,562
24-05-12 11:01.49,355,363,621,350
24-05-12 11:02.04,277,741,351,552
24-05-12 11:02.20,407,367,537,358
24-05-12 11:02.35,290,740,362,560
24-05-12 11:02.51,310,454,529,427
24-05-12 11:03.06,277,723,362,540
24-05-12 11:03.22,293,540,485,562
24-05-12 11:03.54,396,371,618,370
24-05-12 11:04.26,358,364,610,355
24-05-12 11:04.41,377,366,612,355
24-05-12 11:05.13,354,363,619,350
24-05-12 11:05.29,379,365,609,355
24-05-12 11:05.44,355,381,617,389
24-05-12 11:06.00,483,456,564,439
24-05-12 11:06.15,309,392,570,390
24-05-12 11:06.31,299,463,532,443
24-05-12 11:06.46,299,537,508,448
24-05-12 11:07.02,468,545,485,456
24-05-12 11:07.34,277,744,350,551
24-05-12 11:07.49,277,688,362,532
24-05-12 11:08.05,357,364,614,354
24-05-12 11:08.20,362,364,614,349
24-05-12 11:08.36,401,369,556,362
24-05-12 11:08.51,324,382,610,389
24-05-12 11:09.07,372,379,618,420
24-05-12 11:09.22,437,458,553,431
24-05-12 11:09.38,324,459,557,426
24-05-12 11:10.10,277,701,368,530
24-05-12 11:10.25,392,405,630,357
24-05-12 11:10.41,309,454,559,442
24-05-12 11:11.13,344,385,585,357
24-05-12 11:11.28,315,382,595,423
24-05-12 11:11.44,293,541,462,447
24-05-12 11:12.16,277,760,351,553
24-05-12 11:12.31,285,731,350,555
24-05-12 11:12.47,309,491,552,376
24-05-12 11:13.02,299,530,539,563
24-05-12 11:13.18,277,731,350,548
24-05-12 11:13.33,277,654,432,461
24-05-12 11:13.49,392,420,594,365
24-05-12 11:14.04,299,540,486,440
24-05-12 11:14.36,465,459,556,427
24-05-12 11:14.52,300,533,523,566
24-05-12 11:15.07,286,741,351,559
24-05-12 11:15.23,277,728,351,553
24-05-12 11:15.38,308,702,379,558
24-05-12 11:15.54,290,726,362,559
24-05-12 11:16.09,277,704,357,546
24-05-12 11:16.25,277,634,425,466
24-05-12 11:16.40,277,729,421,482
24-05-12 11:16.56,357,385,600,356
24-05-12 11:17.11,341,381,614,402
24-05-12 11:17.27,318,381,603,394
24-05-12 11:17.42,299,516,552,444
24-05-12 11:17.58,317,713,378,560
24-05-12 11:18.13,284,736,353,552
24-05-12 11:18.29,277,707,351,549
24-05-12 11:18.44,374,404,553,361
24-05-12 11:19.00,299,551,460,466
24-05-12 11:19.15,290,728,361,558
24-05-12 11:19.31,277,692,364,533
24-05-12 11:19.46,378,368,620,361
24-05-12 11:20.02,301,463,536,427
24-05-12 11:20.17,290,659,375,542
24-05-12 11:20.33,277,706,421,473
24-05-12 11:20.48,387,369,523,357
24-05-12 11:21.04,362,719,378,557
24-05-12 11:21.19,277,755,363,533
24-05-12 11:21.35,282,686,369,523
24-05-12 11:21.50,384,365,611,355
24-05-12 11:22.06,299,535,504,454
24-05-12 11:22.21,288,706,362,552
24-05-12 11:22.53,288,724,362,552
24-05-12 11:23.09,284,736,352,546
24-05-12 11:23.24,277,745,351,546
24-05-12 11:23.56,344,365,594,349
24-05-12 11:24.12,293,537,505,558
24-05-12 11:24.27,427,547,471,562
24-05-12 11:24.43,285,685,361,561
24-05-12 11:24.58,277,719,363,530
24-05-12 11:25.14,282,669,422,474
24-05-12 11:25.29,365,373,608,361
24-05-12 11:25.45,293,539,477,555
24-05-12 11:26.00,277,769,351,548
24-05-12 11:26.16,411,362,614,349
24-05-12 11:26.31,346,556,463,557
24-05-12 11:26.47,371,419,579,367
24-05-12 11:27.02,363,550,479,455
24-05-12 11:27.34,293,576,435,452
24-05-12 11:28.23,282,731,368,582
24-05-12 11:28.38,320,380,602,419
24-05-12 11:28.54,293,536,513,459
24-05-12 11:29.09,292,686,377,564
24-05-12 11:29.25,277,683,392,502
24-05-12 11:29.57,277,754,357,543
24-05-12 11:30.12,288,655,376,561
24-05-12 11:30.28,368,459,546,425
24-05-12 11:30.43,424,459,545,457
24-05-12 11:30.59,306,697,376,560
24-05-12 11:31.14,277,697,379,507
24-05-12 11:31.30,378,418,551,363
24-05-12 11:31.45,484,460,552,426
24-05-12 11:32.01,311,719,377,559
24-05-12 11:32.33,283,728,352,552
24-05-12 11:32.48,277,671,423,461
24-05-12 11:33.04,350,380,613,417
24-05-12 11:33.19,283,748,352,551
24-05-12 11:33.35,396,418,585,364
24-05-12 11:33.50,311,463,540,426
24-05-12 11:34.06,277,728,362,530
24-05-12 11:34.21,376,363,609,356
24-05-12 11:34.37,407,460,555,425
24-05-12 11:34.52,286,727,361,558
24-05-12 11:35.08,362,399,623,355
24-05-12 11:35.23,381,460,547,442
24-05-12 11:35.39,277,750,357,538
24-05-12 11:35.54,385,399,510,361
24-05-12 11:36.10,299,470,511,439
24-05-12 11:36.25,309,509,554,375
24-05-12 11:36.41,371,380,612,390
24-05-12 11:36.56,309,580,430,448
24-05-12 11:37.12,441,389,549,354
24-05-12 11:37.27,448,458,552,436
24-05-12 11:37.43,390,553,451,446
24-05-12 11:37.58,277,713,370,526
24-05-12 11:38.14,483,457,552,429
24-05-12 11:38.29,287,653,376,553
24-05-12 11:38.45,266,681,362,535
24-05-12 11:39.00,342,372,612,366
24-05-12 11:39.16,277,748,353,537
24-05-12 11:39.31,293,547,434,448
24-05-12 11:39.47,370,382,600,419
24-05-12 11:40.02,473,548,478,554
24-05-12 11:40.18,277,671,425,446
24-05-12 11:40.33,300,463,539,426
24-05-12 11:40.49,277,711,421,448
24-05-12 11:41.04,385,369,600,361
24-05-12 11:41.20,293,543,465,455
24-05-12 11:41.52,277,763,361,531
24-05-12 11:42.07,309,482,510,375
24-05-12 11:42.23,401,460,550,455
24-05-12 11:42.55,309,460,531,429
24-05-12 11:43.10,277,666,429,459
24-05-12 11:43.26,293,535,517,553
24-05-12 11:43.41,277,648,421,471
